[19:05:42] Messen mit P=1 ...[INFO] Mi 02.07.2025 19:05:42 CEST → Läuft noch: N=1843200000, P=1
[INFO] Do 03.07.2025 00:09:24 CEST → Läuft noch: N=1843200000, P=19
[INFO] Do 03.07.2025 00:09:34 CEST → Läuft noch: N=1843200000, P=19
[INFO] Do 03.07.2025 00:09:44 CEST → Läuft noch: N=1843200000, P=19
[INFO] Do 03.07.2025 00:09:54 CEST → Läuft noch: N=1843200000, P=19
[INFO] Do 03.07.2025 00:10:04 CEST → Läuft noch: N=1843200000, P=19
[INFO] Do 03.07.2025 00:10:14 CEST → Läuft noch: N=1843200000, P=19
[INFO] Do 03.07.2025 00:10:24 CEST → Läuft noch: N=1843200000, P=19
[INFO] Do 03.07.2025 00:10:34 CEST → Läuft noch: N=1843200000, P=19
[INFO] Do 03.07.2025 00:10:44 CEST → Läuft noch: N=1843200000, P=19
[INFO] Do 03.07.2025 00:10:54 CEST → Läuft noch: N=1843200000, P=19
[INFO] Do 03.07.2025 00:11:04 CEST → Läuft noch: N=1843200000, P=19
[INFO] Do 03.07.2025 00:11:14 CEST → Läuft noch: N=1843200000, P=19
[INFO] Do 03.07.2025 00:11:24 CEST → Läuft noch: N=1843200000, P=19
[INFO] Do 03.07.2025 00:11:34 CEST → Läuft noch: N=1843200000, P=19
[INFO] Do 03.07.2025 00:11:44 CEST → Läuft noch: N=1843200000, P=19
[INFO] Do 03.07.2025 00:11:54 CEST → Läuft noch: N=1843200000, P=19
[INFO] Do 03.07.2025 00:12:04 CEST → Läuft noch: N=1843200000, P=19
[INFO] Do 03.07.2025 00:12:14 CEST → Läuft noch: N=1843200000, P=19
[INFO] Do 03.07.2025 00:12:24 CEST → Läuft noch: N=1843200000, P=19
[INFO] Do 03.07.2025 00:12:34 CEST → Läuft noch: N=1843200000, P=19
[INFO] Do 03.07.2025 00:12:44 CEST → Läuft noch: N=1843200000, P=19
[INFO] Do 03.07.2025 00:12:54 CEST → Läuft noch: N=1843200000, P=19
[INFO] Do 03.07.2025 00:13:04 CEST → Läuft noch: N=1843200000, P=19
[INFO] Do 03.07.2025 00:13:14 CEST → Läuft noch: N=1843200000, P=19
[INFO] Do 03.07.2025 00:13:24 CEST → Läuft noch: N=1843200000, P=19
[INFO] Do 03.07.2025 00:13:34 CEST → Läuft noch: N=1843200000, P=19
[INFO] Do 03.07.2025 00:13:44 CEST → Läuft noch: N=1843200000, P=19
[INFO] Do 03.07.2025 00:13:54 CEST → Läuft noch: N=1843200000, P=19
[INFO] Do 03.07.2025 00:14:04 CEST → Läuft noch: N=1843200000, P=19
[INFO] Do 03.07.2025 00:14:14 CEST → Läuft noch: N=1843200000, P=19
[INFO] Do 03.07.2025 00:14:24 CEST → Läuft noch: N=1843200000, P=19
[INFO] Do 03.07.2025 00:14:34 CEST → Läuft noch: N=1843200000, P=19
[INFO] Do 03.07.2025 00:14:44 CEST → Läuft noch: N=1843200000, P=19
[INFO] Do 03.07.2025 00:14:54 CEST → Läuft noch: N=1843200000, P=19
[INFO] Do 03.07.2025 00:15:04 CEST → Läuft noch: N=1843200000, P=19
[INFO] Do 03.07.2025 00:15:14 CEST → Läuft noch: N=1843200000, P=19
[INFO] Do 03.07.2025 00:15:24 CEST → Läuft noch: N=1843200000, P=19
[INFO] Do 03.07.2025 00:15:34 CEST → Läuft noch: N=1843200000, P=19
[INFO] Do 03.07.2025 00:15:44 CEST → Läuft noch: N=1843200000, P=19
[INFO] Do 03.07.2025 00:15:54 CEST → Läuft noch: N=1843200000, P=19
[INFO] Do 03.07.2025 00:16:04 CEST → Läuft noch: N=1843200000, P=19
[INFO] Do 03.07.2025 00:16:14 CEST → Läuft noch: N=1843200000, P=19
[INFO] Do 03.07.2025 00:16:24 CEST → Läuft noch: N=1843200000, P=19
[INFO] Do 03.07.2025 00:16:34 CEST → Läuft noch: N=1843200000, P=19
[INFO] Do 03.07.2025 00:16:44 CEST → Läuft noch: N=1843200000, P=19
[INFO] Do 03.07.2025 00:16:54 CEST → Läuft noch: N=1843200000, P=19
[INFO] Do 03.07.2025 00:17:04 CEST → Läuft noch: N=1843200000, P=19
[INFO] Do 03.07.2025 00:17:14 CEST → Läuft noch: N=1843200000, P=19
[INFO] Do 03.07.2025 00:17:24 CEST → Läuft noch: N=1843200000, P=19
[INFO] Do 03.07.2025 00:17:34 CEST → Läuft noch: N=1843200000, P=19
[INFO] Do 03.07.2025 00:17:44 CEST → Läuft noch: N=1843200000, P=19
[INFO] Do 03.07.2025 00:17:54 CEST → Läuft noch: N=1843200000, P=19
[INFO] Do 03.07.2025 00:18:04 CEST → Läuft noch: N=1843200000, P=19
[INFO] Do 03.07.2025 00:18:14 CEST → Läuft noch: N=1843200000, P=19
[INFO] Do 03.07.2025 00:18:24 CEST → Läuft noch: N=1843200000, P=19
[INFO] Do 03.07.2025 00:18:34 CEST → Läuft noch: N=1843200000, P=19
[INFO] Do 03.07.2025 00:18:44 CEST → Läuft noch: N=1843200000, P=19
[INFO] Do 03.07.2025 00:18:54 CEST → Läuft noch: N=1843200000, P=19
[INFO] Do 03.07.2025 00:19:04 CEST → Läuft noch: N=1843200000, P=19
[INFO] Do 03.07.2025 00:19:14 CEST → Läuft noch: N=1843200000, P=19
[INFO] Do 03.07.2025 00:19:24 CEST → Läuft noch: N=1843200000, P=19
[INFO] Do 03.07.2025 00:19:34 CEST → Läuft noch: N=1843200000, P=19
[INFO] Do 03.07.2025 00:19:44 CEST → Läuft noch: N=1843200000, P=19
[INFO] Do 03.07.2025 00:19:54 CEST → Läuft noch: N=1843200000, P=19
[INFO] Do 03.07.2025 00:20:04 CEST → Läuft noch: N=1843200000, P=19
[INFO] Do 03.07.2025 00:20:14 CEST → Läuft noch: N=1843200000, P=19
[INFO] Do 03.07.2025 00:20:24 CEST → Läuft noch: N=1843200000, P=19
[INFO] Do 03.07.2025 00:20:34 CEST → Läuft noch: N=1843200000, P=19
[INFO] Do 03.07.2025 00:20:44 CEST → Läuft noch: N=1843200000, P=19
[INFO] Do 03.07.2025 00:20:54 CEST → Läuft noch: N=1843200000, P=19
[00:21:00] P=19 done
[00:21:00] Messen mit P=20 ...[INFO] Do 03.07.2025 00:21:04 CEST → Läuft noch: N=1843200000, P=20
[INFO] Do 03.07.2025 00:21:14 CEST → Läuft noch: N=1843200000, P=20
[INFO] Do 03.07.2025 00:21:24 CEST → Läuft noch: N=1843200000, P=20
[INFO] Do 03.07.2025 00:21:34 CEST → Läuft noch: N=1843200000, P=20
[INFO] Do 03.07.2025 00:21:44 CEST → Läuft noch: N=1843200000, P=20
[INFO] Do 03.07.2025 00:21:54 CEST → Läuft noch: N=1843200000, P=20
[INFO] Do 03.07.2025 00:22:04 CEST → Läuft noch: N=1843200000, P=20
[INFO] Do 03.07.2025 00:22:14 CEST → Läuft noch: N=1843200000, P=20
[INFO] Do 03.07.2025 00:22:24 CEST → Läuft noch: N=1843200000, P=20
[INFO] Do 03.07.2025 00:22:34 CEST → Läuft noch: N=1843200000, P=20
[INFO] Do 03.07.2025 00:22:44 CEST → Läuft noch: N=1843200000, P=20
[INFO] Do 03.07.2025 00:22:54 CEST → Läuft noch: N=1843200000, P=20
[INFO] Do 03.07.2025 00:23:04 CEST → Läuft noch: N=1843200000, P=20
[INFO] Do 03.07.2025 00:23:14 CEST → Läuft noch: N=1843200000, P=20
[INFO] Do 03.07.2025 00:23:24 CEST → Läuft noch: N=1843200000, P=20
[INFO] Do 03.07.2025 00:23:34 CEST → Läuft noch: N=1843200000, P=20
[INFO] Do 03.07.2025 00:23:44 CEST → Läuft noch: N=1843200000, P=20
[INFO] Do 03.07.2025 00:23:54 CEST → Läuft noch: N=1843200000, P=20
[INFO] Do 03.07.2025 00:24:04 CEST → Läuft noch: N=1843200000, P=20
[INFO] Do 03.07.2025 00:24:14 CEST → Läuft noch: N=1843200000, P=20
[INFO] Do 03.07.2025 00:24:24 CEST → Läuft noch: N=1843200000, P=20
[INFO] Do 03.07.2025 00:24:34 CEST → Läuft noch: N=1843200000, P=20
[INFO] Do 03.07.2025 00:24:44 CEST → Läuft noch: N=1843200000, P=20
[INFO] Do 03.07.2025 00:24:54 CEST → Läuft noch: N=1843200000, P=20
[INFO] Do 03.07.2025 00:25:04 CEST → Läuft noch: N=1843200000, P=20
[INFO] Do 03.07.2025 00:25:14 CEST → Läuft noch: N=1843200000, P=20
[INFO] Do 03.07.2025 00:25:24 CEST → Läuft noch: N=1843200000, P=20
[INFO] Do 03.07.2025 00:25:34 CEST → Läuft noch: N=1843200000, P=20
[INFO] Do 03.07.2025 00:25:44 CEST → Läuft noch: N=1843200000, P=20
[INFO] Do 03.07.2025 00:25:54 CEST → Läuft noch: N=1843200000, P=20
[INFO] Do 03.07.2025 00:26:04 CEST → Läuft noch: N=1843200000, P=20
[INFO] Do 03.07.2025 00:26:14 CEST → Läuft noch: N=1843200000, P=20
[INFO] Do 03.07.2025 00:26:24 CEST → Läuft noch: N=1843200000, P=20
[INFO] Do 03.07.2025 00:26:34 CEST → Läuft noch: N=1843200000, P=20
[INFO] Do 03.07.2025 00:26:44 CEST → Läuft noch: N=1843200000, P=20
[INFO] Do 03.07.2025 00:26:54 CEST → Läuft noch: N=1843200000, P=20
[INFO] Do 03.07.2025 00:27:04 CEST → Läuft noch: N=1843200000, P=20
[INFO] Do 03.07.2025 00:27:14 CEST → Läuft noch: N=1843200000, P=20
[INFO] Do 03.07.2025 00:27:24 CEST → Läuft noch: N=1843200000, P=20
[INFO] Do 03.07.2025 00:27:34 CEST → Läuft noch: N=1843200000, P=20
[INFO] Do 03.07.2025 00:27:44 CEST → Läuft noch: N=1843200000, P=20
[INFO] Do 03.07.2025 00:27:54 CEST → Läuft noch: N=1843200000, P=20
[INFO] Do 03.07.2025 00:28:04 CEST → Läuft noch: N=1843200000, P=20
[INFO] Do 03.07.2025 00:28:14 CEST → Läuft noch: N=1843200000, P=20
[INFO] Do 03.07.2025 00:28:24 CEST → Läuft noch: N=1843200000, P=20
[INFO] Do 03.07.2025 00:28:34 CEST → Läuft noch: N=1843200000, P=20
[INFO] Do 03.07.2025 00:28:44 CEST → Läuft noch: N=1843200000, P=20
[INFO] Do 03.07.2025 00:28:54 CEST → Läuft noch: N=1843200000, P=20
[INFO] Do 03.07.2025 00:29:04 CEST → Läuft noch: N=1843200000, P=20
[INFO] Do 03.07.2025 00:29:14 CEST → Läuft noch: N=1843200000, P=20
[INFO] Do 03.07.2025 00:29:24 CEST → Läuft noch: N=1843200000, P=20
[INFO] Do 03.07.2025 00:29:34 CEST → Läuft noch: N=1843200000, P=20
[INFO] Do 03.07.2025 00:29:44 CEST → Läuft noch: N=1843200000, P=20
[INFO] Do 03.07.2025 00:29:54 CEST → Läuft noch: N=1843200000, P=20
[INFO] Do 03.07.2025 00:30:04 CEST → Läuft noch: N=1843200000, P=20
[INFO] Do 03.07.2025 00:30:14 CEST → Läuft noch: N=1843200000, P=20
[INFO] Do 03.07.2025 00:30:24 CEST → Läuft noch: N=1843200000, P=20
[INFO] Do 03.07.2025 00:30:34 CEST → Läuft noch: N=1843200000, P=20
[INFO] Do 03.07.2025 00:30:44 CEST → Läuft noch: N=1843200000, P=20
[INFO] Do 03.07.2025 00:30:54 CEST → Läuft noch: N=1843200000, P=20
[INFO] Do 03.07.2025 00:31:04 CEST → Läuft noch: N=1843200000, P=20
[INFO] Do 03.07.2025 00:31:14 CEST → Läuft noch: N=1843200000, P=20
[INFO] Do 03.07.2025 00:31:24 CEST → Läuft noch: N=1843200000, P=20
[INFO] Do 03.07.2025 00:31:34 CEST → Läuft noch: N=1843200000, P=20
[INFO] Do 03.07.2025 00:31:44 CEST → Läuft noch: N=1843200000, P=20
[INFO] Do 03.07.2025 00:31:54 CEST → Läuft noch: N=1843200000, P=20
[INFO] Do 03.07.2025 00:32:04 CEST → Läuft noch: N=1843200000, P=20
[INFO] Do 03.07.2025 00:32:14 CEST → Läuft noch: N=1843200000, P=20
[INFO] Do 03.07.2025 00:32:24 CEST → Läuft noch: N=1843200000, P=20
[INFO] Do 03.07.2025 00:32:34 CEST → Läuft noch: N=1843200000, P=20
[INFO] Do 03.07.2025 00:32:44 CEST → Läuft noch: N=1843200000, P=20
[INFO] Do 03.07.2025 00:32:54 CEST → Läuft noch: N=1843200000, P=20
[INFO] Do 03.07.2025 00:33:04 CEST → Läuft noch: N=1843200000, P=20
[INFO] Do 03.07.2025 00:33:14 CEST → Läuft noch: N=1843200000, P=20
[INFO] Do 03.07.2025 00:33:24 CEST → Läuft noch: N=1843200000, P=20
[INFO] Do 03.07.2025 00:33:35 CEST → Läuft noch: N=1843200000, P=20
[INFO] Do 03.07.2025 00:33:45 CEST → Läuft noch: N=1843200000, P=20
[INFO] Do 03.07.2025 00:33:55 CEST → Läuft noch: N=1843200000, P=20
[INFO] Do 03.07.2025 00:34:05 CEST → Läuft noch: N=1843200000, P=20
[INFO] Do 03.07.2025 00:34:15 CEST → Läuft noch: N=1843200000, P=20
[INFO] Do 03.07.2025 00:34:25 CEST → Läuft noch: N=1843200000, P=20
[INFO] Do 03.07.2025 00:34:35 CEST → Läuft noch: N=1843200000, P=20
[INFO] Do 03.07.2025 00:34:45 CEST → Läuft noch: N=1843200000, P=20
[00:34:50] P=20 done
[00:34:50] Messen mit P=21 ...[INFO] Do 03.07.2025 00:34:55 CEST → Läuft noch: N=1843200000, P=21
[INFO] Do 03.07.2025 00:35:05 CEST → Läuft noch: N=1843200000, P=21
[INFO] Do 03.07.2025 00:35:15 CEST → Läuft noch: N=1843200000, P=21
[INFO] Do 03.07.2025 00:35:25 CEST → Läuft noch: N=1843200000, P=21
[INFO] Do 03.07.2025 00:35:35 CEST → Läuft noch: N=1843200000, P=21
[INFO] Do 03.07.2025 00:35:45 CEST → Läuft noch: N=1843200000, P=21
[INFO] Do 03.07.2025 00:35:55 CEST → Läuft noch: N=1843200000, P=21
[INFO] Do 03.07.2025 00:36:05 CEST → Läuft noch: N=1843200000, P=21
[INFO] Do 03.07.2025 00:36:15 CEST → Läuft noch: N=1843200000, P=21
[INFO] Do 03.07.2025 00:36:25 CEST → Läuft noch: N=1843200000, P=21
[INFO] Do 03.07.2025 00:36:35 CEST → Läuft noch: N=1843200000, P=21
[INFO] Do 03.07.2025 00:36:45 CEST → Läuft noch: N=1843200000, P=21
[INFO] Do 03.07.2025 00:36:55 CEST → Läuft noch: N=1843200000, P=21
[INFO] Do 03.07.2025 00:37:05 CEST → Läuft noch: N=1843200000, P=21
[INFO] Do 03.07.2025 00:37:15 CEST → Läuft noch: N=1843200000, P=21
[INFO] Do 03.07.2025 00:37:25 CEST → Läuft noch: N=1843200000, P=21
[INFO] Do 03.07.2025 00:37:35 CEST → Läuft noch: N=1843200000, P=21
[INFO] Do 03.07.2025 00:37:45 CEST → Läuft noch: N=1843200000, P=21
[INFO] Do 03.07.2025 00:37:55 CEST → Läuft noch: N=1843200000, P=21
[INFO] Do 03.07.2025 00:38:05 CEST → Läuft noch: N=1843200000, P=21
[INFO] Do 03.07.2025 00:38:15 CEST → Läuft noch: N=1843200000, P=21
[INFO] Do 03.07.2025 00:38:25 CEST → Läuft noch: N=1843200000, P=21
[INFO] Do 03.07.2025 00:38:35 CEST → Läuft noch: N=1843200000, P=21
[INFO] Do 03.07.2025 00:38:45 CEST → Läuft noch: N=1843200000, P=21
[INFO] Do 03.07.2025 00:38:55 CEST → Läuft noch: N=1843200000, P=21
[INFO] Do 03.07.2025 00:39:05 CEST → Läuft noch: N=1843200000, P=21
[INFO] Do 03.07.2025 00:39:15 CEST → Läuft noch: N=1843200000, P=21
[INFO] Do 03.07.2025 00:39:25 CEST → Läuft noch: N=1843200000, P=21
[INFO] Do 03.07.2025 00:39:35 CEST → Läuft noch: N=1843200000, P=21
[INFO] Do 03.07.2025 00:39:45 CEST → Läuft noch: N=1843200000, P=21
[INFO] Do 03.07.2025 00:39:55 CEST → Läuft noch: N=1843200000, P=21
[INFO] Do 03.07.2025 00:40:05 CEST → Läuft noch: N=1843200000, P=21
[INFO] Do 03.07.2025 00:40:15 CEST → Läuft noch: N=1843200000, P=21
[INFO] Do 03.07.2025 00:40:25 CEST → Läuft noch: N=1843200000, P=21
[INFO] Do 03.07.2025 00:40:35 CEST → Läuft noch: N=1843200000, P=21
[INFO] Do 03.07.2025 00:40:45 CEST → Läuft noch: N=1843200000, P=21
[INFO] Do 03.07.2025 00:40:55 CEST → Läuft noch: N=1843200000, P=21
[INFO] Do 03.07.2025 00:41:05 CEST → Läuft noch: N=1843200000, P=21
[INFO] Do 03.07.2025 00:41:15 CEST → Läuft noch: N=1843200000, P=21
[INFO] Do 03.07.2025 00:41:25 CEST → Läuft noch: N=1843200000, P=21
[INFO] Do 03.07.2025 00:41:35 CEST → Läuft noch: N=1843200000, P=21
[INFO] Do 03.07.2025 00:41:45 CEST → Läuft noch: N=1843200000, P=21
[INFO] Do 03.07.2025 00:41:55 CEST → Läuft noch: N=1843200000, P=21
[INFO] Do 03.07.2025 00:42:05 CEST → Läuft noch: N=1843200000, P=21
[INFO] Do 03.07.2025 00:42:15 CEST → Läuft noch: N=1843200000, P=21
[INFO] Do 03.07.2025 00:42:25 CEST → Läuft noch: N=1843200000, P=21
[INFO] Do 03.07.2025 00:42:35 CEST → Läuft noch: N=1843200000, P=21
[INFO] Do 03.07.2025 00:42:45 CEST → Läuft noch: N=1843200000, P=21
[INFO] Do 03.07.2025 00:42:55 CEST → Läuft noch: N=1843200000, P=21
[INFO] Do 03.07.2025 00:43:05 CEST → Läuft noch: N=1843200000, P=21
[INFO] Do 03.07.2025 00:43:15 CEST → Läuft noch: N=1843200000, P=21
[INFO] Do 03.07.2025 00:43:25 CEST → Läuft noch: N=1843200000, P=21
[INFO] Do 03.07.2025 00:43:35 CEST → Läuft noch: N=1843200000, P=21
[INFO] Do 03.07.2025 00:43:45 CEST → Läuft noch: N=1843200000, P=21
[INFO] Do 03.07.2025 00:43:55 CEST → Läuft noch: N=1843200000, P=21
[INFO] Do 03.07.2025 00:44:05 CEST → Läuft noch: N=1843200000, P=21
[INFO] Do 03.07.2025 00:44:15 CEST → Läuft noch: N=1843200000, P=21
[INFO] Do 03.07.2025 00:44:25 CEST → Läuft noch: N=1843200000, P=21
[INFO] Do 03.07.2025 00:44:35 CEST → Läuft noch: N=1843200000, P=21
[INFO] Do 03.07.2025 00:44:45 CEST → Läuft noch: N=1843200000, P=21
[INFO] Do 03.07.2025 00:44:55 CEST → Läuft noch: N=1843200000, P=21
[INFO] Do 03.07.2025 00:45:05 CEST → Läuft noch: N=1843200000, P=21
[INFO] Do 03.07.2025 00:45:15 CEST → Läuft noch: N=1843200000, P=21
[INFO] Do 03.07.2025 00:45:25 CEST → Läuft noch: N=1843200000, P=21
[INFO] Do 03.07.2025 00:45:35 CEST → Läuft noch: N=1843200000, P=21
[INFO] Do 03.07.2025 00:45:45 CEST → Läuft noch: N=1843200000, P=21
[INFO] Do 03.07.2025 00:45:55 CEST → Läuft noch: N=1843200000, P=21
[INFO] Do 03.07.2025 00:46:05 CEST → Läuft noch: N=1843200000, P=21
[INFO] Do 03.07.2025 00:46:15 CEST → Läuft noch: N=1843200000, P=21
[INFO] Do 03.07.2025 00:46:25 CEST → Läuft noch: N=1843200000, P=21
[INFO] Do 03.07.2025 00:46:35 CEST → Läuft noch: N=1843200000, P=21
[INFO] Do 03.07.2025 00:46:45 CEST → Läuft noch: N=1843200000, P=21
[INFO] Do 03.07.2025 00:46:55 CEST → Läuft noch: N=1843200000, P=21
[INFO] Do 03.07.2025 00:47:05 CEST → Läuft noch: N=1843200000, P=21
[INFO] Do 03.07.2025 00:47:15 CEST → Läuft noch: N=1843200000, P=21
[INFO] Do 03.07.2025 00:47:25 CEST → Läuft noch: N=1843200000, P=21
[INFO] Do 03.07.2025 00:47:35 CEST → Läuft noch: N=1843200000, P=21
[INFO] Do 03.07.2025 00:47:45 CEST → Läuft noch: N=1843200000, P=21
[INFO] Do 03.07.2025 00:47:55 CEST → Läuft noch: N=1843200000, P=21
[INFO] Do 03.07.2025 00:48:05 CEST → Läuft noch: N=1843200000, P=21
[INFO] Do 03.07.2025 00:48:15 CEST → Läuft noch: N=1843200000, P=21
[INFO] Do 03.07.2025 00:48:25 CEST → Läuft noch: N=1843200000, P=21
[00:48:32] P=21 done
[00:48:32] Messen mit P=22 ...[INFO] Do 03.07.2025 00:48:35 CEST → Läuft noch: N=1843200000, P=22
[INFO] Do 03.07.2025 00:48:45 CEST → Läuft noch: N=1843200000, P=22
[INFO] Do 03.07.2025 00:48:55 CEST → Läuft noch: N=1843200000, P=22
[INFO] Do 03.07.2025 00:49:05 CEST → Läuft noch: N=1843200000, P=22
[INFO] Do 03.07.2025 00:49:15 CEST → Läuft noch: N=1843200000, P=22
[INFO] Do 03.07.2025 00:49:25 CEST → Läuft noch: N=1843200000, P=22
[INFO] Do 03.07.2025 00:49:35 CEST → Läuft noch: N=1843200000, P=22
[INFO] Do 03.07.2025 00:49:45 CEST → Läuft noch: N=1843200000, P=22
[INFO] Do 03.07.2025 00:49:55 CEST → Läuft noch: N=1843200000, P=22
[INFO] Do 03.07.2025 00:50:05 CEST → Läuft noch: N=1843200000, P=22
[INFO] Do 03.07.2025 00:50:15 CEST → Läuft noch: N=1843200000, P=22
[INFO] Do 03.07.2025 00:50:25 CEST → Läuft noch: N=1843200000, P=22
[INFO] Do 03.07.2025 00:50:35 CEST → Läuft noch: N=1843200000, P=22
[INFO] Do 03.07.2025 00:50:45 CEST → Läuft noch: N=1843200000, P=22
[INFO] Do 03.07.2025 00:50:55 CEST → Läuft noch: N=1843200000, P=22
[INFO] Do 03.07.2025 00:51:05 CEST → Läuft noch: N=1843200000, P=22
[INFO] Do 03.07.2025 00:51:15 CEST → Läuft noch: N=1843200000, P=22
[INFO] Do 03.07.2025 00:51:25 CEST → Läuft noch: N=1843200000, P=22
[INFO] Do 03.07.2025 00:51:35 CEST → Läuft noch: N=1843200000, P=22
[INFO] Do 03.07.2025 00:51:45 CEST → Läuft noch: N=1843200000, P=22
[INFO] Do 03.07.2025 00:51:55 CEST → Läuft noch: N=1843200000, P=22
[INFO] Do 03.07.2025 00:52:05 CEST → Läuft noch: N=1843200000, P=22
[INFO] Do 03.07.2025 00:52:15 CEST → Läuft noch: N=1843200000, P=22
[INFO] Do 03.07.2025 00:52:25 CEST → Läuft noch: N=1843200000, P=22
[INFO] Do 03.07.2025 00:52:35 CEST → Läuft noch: N=1843200000, P=22
[INFO] Do 03.07.2025 00:52:45 CEST → Läuft noch: N=1843200000, P=22
[INFO] Do 03.07.2025 00:52:55 CEST → Läuft noch: N=1843200000, P=22
[INFO] Do 03.07.2025 00:53:05 CEST → Läuft noch: N=1843200000, P=22
[INFO] Do 03.07.2025 00:53:15 CEST → Läuft noch: N=1843200000, P=22
[INFO] Do 03.07.2025 00:53:25 CEST → Läuft noch: N=1843200000, P=22
[INFO] Do 03.07.2025 00:53:35 CEST → Läuft noch: N=1843200000, P=22
[INFO] Do 03.07.2025 00:53:45 CEST → Läuft noch: N=1843200000, P=22
[INFO] Do 03.07.2025 00:53:55 CEST → Läuft noch: N=1843200000, P=22
[INFO] Do 03.07.2025 00:54:05 CEST → Läuft noch: N=1843200000, P=22
[INFO] Do 03.07.2025 00:54:15 CEST → Läuft noch: N=1843200000, P=22
[INFO] Do 03.07.2025 00:54:25 CEST → Läuft noch: N=1843200000, P=22
[INFO] Do 03.07.2025 00:54:35 CEST → Läuft noch: N=1843200000, P=22
[INFO] Do 03.07.2025 00:54:45 CEST → Läuft noch: N=1843200000, P=22
[INFO] Do 03.07.2025 00:54:55 CEST → Läuft noch: N=1843200000, P=22
[INFO] Do 03.07.2025 00:55:05 CEST → Läuft noch: N=1843200000, P=22
[INFO] Do 03.07.2025 00:55:15 CEST → Läuft noch: N=1843200000, P=22
[INFO] Do 03.07.2025 00:55:25 CEST → Läuft noch: N=1843200000, P=22
[INFO] Do 03.07.2025 00:55:35 CEST → Läuft noch: N=1843200000, P=22
[INFO] Do 03.07.2025 00:55:45 CEST → Läuft noch: N=1843200000, P=22
[INFO] Do 03.07.2025 00:55:55 CEST → Läuft noch: N=1843200000, P=22
[INFO] Do 03.07.2025 00:56:05 CEST → Läuft noch: N=1843200000, P=22
[INFO] Do 03.07.2025 00:56:15 CEST → Läuft noch: N=1843200000, P=22
[INFO] Do 03.07.2025 00:56:25 CEST → Läuft noch: N=1843200000, P=22
[INFO] Do 03.07.2025 00:56:35 CEST → Läuft noch: N=1843200000, P=22
[INFO] Do 03.07.2025 00:56:45 CEST → Läuft noch: N=1843200000, P=22
[INFO] Do 03.07.2025 00:56:55 CEST → Läuft noch: N=1843200000, P=22
[INFO] Do 03.07.2025 00:57:05 CEST → Läuft noch: N=1843200000, P=22
[INFO] Do 03.07.2025 00:57:15 CEST → Läuft noch: N=1843200000, P=22
[INFO] Do 03.07.2025 00:57:25 CEST → Läuft noch: N=1843200000, P=22
[INFO] Do 03.07.2025 00:57:35 CEST → Läuft noch: N=1843200000, P=22
[INFO] Do 03.07.2025 00:57:45 CEST → Läuft noch: N=1843200000, P=22
[INFO] Do 03.07.2025 00:57:55 CEST → Läuft noch: N=1843200000, P=22
[INFO] Do 03.07.2025 00:58:05 CEST → Läuft noch: N=1843200000, P=22
[INFO] Do 03.07.2025 00:58:15 CEST → Läuft noch: N=1843200000, P=22
[INFO] Do 03.07.2025 00:58:25 CEST → Läuft noch: N=1843200000, P=22
[INFO] Do 03.07.2025 00:58:35 CEST → Läuft noch: N=1843200000, P=22
[INFO] Do 03.07.2025 00:58:45 CEST → Läuft noch: N=1843200000, P=22
[INFO] Do 03.07.2025 00:58:55 CEST → Läuft noch: N=1843200000, P=22
[INFO] Do 03.07.2025 00:59:05 CEST → Läuft noch: N=1843200000, P=22
[INFO] Do 03.07.2025 00:59:15 CEST → Läuft noch: N=1843200000, P=22
[INFO] Do 03.07.2025 00:59:26 CEST → Läuft noch: N=1843200000, P=22
[INFO] Do 03.07.2025 00:59:36 CEST → Läuft noch: N=1843200000, P=22
[INFO] Do 03.07.2025 00:59:46 CEST → Läuft noch: N=1843200000, P=22
[INFO] Do 03.07.2025 00:59:56 CEST → Läuft noch: N=1843200000, P=22
[INFO] Do 03.07.2025 01:00:06 CEST → Läuft noch: N=1843200000, P=22
[INFO] Do 03.07.2025 01:00:16 CEST → Läuft noch: N=1843200000, P=22
[INFO] Do 03.07.2025 01:00:26 CEST → Läuft noch: N=1843200000, P=22
[INFO] Do 03.07.2025 01:00:36 CEST → Läuft noch: N=1843200000, P=22
[INFO] Do 03.07.2025 01:00:46 CEST → Läuft noch: N=1843200000, P=22
[INFO] Do 03.07.2025 01:00:56 CEST → Läuft noch: N=1843200000, P=22
[INFO] Do 03.07.2025 01:01:06 CEST → Läuft noch: N=1843200000, P=22
[INFO] Do 03.07.2025 01:01:16 CEST → Läuft noch: N=1843200000, P=22
[INFO] Do 03.07.2025 01:01:26 CEST → Läuft noch: N=1843200000, P=22
[INFO] Do 03.07.2025 01:01:36 CEST → Läuft noch: N=1843200000, P=22
